Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"RP","Pesticides Use","100","Bulgaria","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.23","E","Estimated value","Estimated Value"
"RP","Pesticides Use","100","Bulgaria","5159","Use per area of cropland","1357","Pesticides (total)","2022","2022","kg/ha","1.22","E","Estimated value","Estimated Value"
"RP","Pesticides Use","191","Croatia","5159","Use per area of cropland","1357","Pesticides (total)","2017","2017","kg/ha","1.77","E","Estimated value","Estimated Value"
"RP","Pesticides Use","191","Croatia","5159","Use per area of cropland","1357","Pesticides (total)","2018","2018","kg/ha","1.94","E","Estimated value","Estimated Value"
"RP","Pesticides Use","191","Croatia","5159","Use per area of cropland","1357","Pesticides (total)","2019","2019","kg/ha","1.74","E","Estimated value","Estimated Value"
"RP","Pesticides Use","191","Croatia","5159","Use per area of cropland","1357","Pesticides (total)","2020","2020","kg/ha","1.71","E","Estimated value","Estimated Value"
"RP","Pesticides Use","191","Croatia","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.57","E","Estimated value","Estimated Value"
"RP","Pesticides Use","191","Croatia","5159","Use per area of cropland","1357","Pesticides (total)","2022","2022","kg/ha","1.62","E","Estimated value","Estimated Value"
"RP","Pesticides Use","203","Czechia","5159","Use per area of cropland","1357","Pesticides (total)","2017","2017","kg/ha","2.06","E","Estimated value","Estimated Value"
"RP","Pesticides Use","203","Czechia","5159","Use per area of cropland","1357","Pesticides (total)","2018","2018","kg/ha","2.04","E","Estimated value","Estimated Value"
"RP","Pesticides Use","203","Czechia","5159","Use per area of cropland","1357","Pesticides (total)","2019","2019","kg/ha","2","E","Estimated value","Estimated Value"
"RP","Pesticides Use","203","Czechia","5159","Use per area of cropland","1357","Pesticides (total)","2020","2020","kg/ha","1.72","E","Estimated value","Estimated Value"
"RP","Pesticides Use","203","Czechia","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.77","E","Estimated value","Estimated Value"
"RP","Pesticides Use","203","Czechia","5159","Use per area of cropland","1357","Pesticides (total)","2022","2022","kg/ha","2.19","E","Estimated value","Estimated Value"
"RP","Pesticides Use","208","Denmark","5159","Use per area of cropland","1357","Pesticides (total)","2017","2017","kg/ha","1.13","E","Estimated value","Estimated Value"
"RP","Pesticides Use","208","Denmark","5159","Use per area of cropland","1357","Pesticides (total)","2018","2018","kg/ha","1.09","E","Estimated value","Estimated Value"
"RP","Pesticides Use","208","Denmark","5159","Use per area of cropland","1357","Pesticides (total)","2019","2019","kg/ha","1.1","E","Estimated value","Estimated Value"
"RP","Pesticides Use","208","Denmark","5159","Use per area of cropland","1357","Pesticides (total)","2020","2020","kg/ha","1.32","E","Estimated value","Estimated Value"
"RP","Pesticides Use","208","Denmark","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.25","E","Estimated value","Estimated Value"
"RP","Pesticides Use","208","Denmark","5159","Use per area of cropland","1357","Pesticides (total)","2022","2022","kg/ha","1.41","E","Estimated value","Estimated Value"
"RP","Pesticides Use","233","Estonia","5159","Use per area of cropland","1357","Pesticides (total)","2017","2017","kg/ha","1.02","E","Estimated value","Estimated Value"
"RP","Pesticides Use","233","Estonia","5159","Use per area of cropland","1357","Pesticides (total)","2018","2018","kg/ha","0.92","E","Estimated value","Estimated Value"
"RP","Pesticides Use","233","Estonia","5159","Use per area of cropland","1357","Pesticides (total)","2019","2019","kg/ha","1.07","E","Estimated value","Estimated Value"
"RP","Pesticides Use","233","Estonia","5159","Use per area of cropland","1357","Pesticides (total)","2020","2020","kg/ha","1.1","E","Estimated value","Estimated Value"
"RP","Pesticides Use","233","Estonia","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.26","E","Estimated value","Estimated Value"
"RP","Pesticides Use","233","Estonia","5159","Use per area of cropland","1357","Pesticides (total)","2022","2022","kg/ha","1.09","E","Estimated value","Estimated Value"
"RP","Pesticides Use","246","Finland","5159","Use per area of cropland","1357","Pesticides (total)","2017","2017","kg/ha","1.94","E","Estimated value","Estimated Value"
"RP","Pesticides Use","246","Finland","5159","Use per area of cropland","1357","Pesticides (total)","2018","2018","kg/ha","2.18","E","Estimated value","Estimated Value"
"RP","Pesticides Use","246","Finland","5159","Use per area of cropland","1357","Pesticides (total)","2019","2019","kg/ha","1.79","E","Estimated value","Estimated Value"
"RP","Pesticides Use","246","Finland","5159","Use per area of cropland","1357","Pesticides (total)","2020","2020","kg/ha","2.19","E","Estimated value","Estimated Value"
"RP","Pesticides Use","246","Finland","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.82","E","Estimated value","Estimated Value"
"RP","Pesticides Use","246","Finland","5159","Use per area of cropland","1357","Pesticides (total)","2022","2022","kg/ha","1.48","E","Estimated value","Estimated Value"
"RP","Pesticides Use","250","France","5159","Use per area of cropland","1357","Pesticides (total)","2017","2017","kg/ha","3.62","E","Estimated value","Estimated Value"
"RP","Pesticides Use","250","France","5159","Use per area of cropland","1357","Pesticides (total)","2018","2018","kg/ha","4.39","E","Estimated value","Estimated Value"
"RP","Pesticides Use","250","France","5159","Use per area of cropland","1357","Pesticides (total)","2019","2019","kg/ha","2.86","E","Estimated value","Estimated Value"
"RP","Pesticides Use","250","France","5159","Use per area of cropland","1357","Pesticides (total)","2020","2020","kg/ha","3.28","E","Estimated value","Estimated Value"
"RP","Pesticides Use","250","France","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","3.52","E","Estimated value","Estimated Value"
"RP","Pesticides Use","250","France","5159","Use per area of cropland","1357","Pesticides (total)","2022","2022","kg/ha","3.45","E","Estimated value","Estimated Value"
"RP","Pesticides Use","276","Germany","5159","Use per area of cropland","1357","Pesticides (total)","2017","2017","kg/ha","4.04","E","Estimated value","Estimated Value"
"RP","Pesticides Use","276","Germany","5159","Use per area of cropland","1357","Pesticides (total)","2018","2018","kg/ha","3.77","E","Estimated value","Estimated Value"
"RP","Pesticides Use","276","Germany","5159","Use per area of cropland","1357","Pesticides (total)","2019","2019","kg/ha","3.79","E","Estimated value","Estimated Value"
"RP","Pesticides Use","276","Germany","5159","Use per area of cropland","1357","Pesticides (total)","2020","2020","kg/ha","4.04","E","Estimated value","Estimated Value"
"RP","Pesticides Use","276","Germany","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","4.11","E","Estimated value","Estimated Value"
"RP","Pesticides Use","276","Germany","5159","Use per area of cropland","1357","Pesticides (total)","2022","2022","kg/ha","4.06","E","Estimated value","Estimated Value"
"RP","Pesticides Use","300","Greece","5159","Use per area of cropland","1357","Pesticides (total)","2017","2017","kg/ha","1.4","E","Estimated value","Estimated Value"
"RP","Pesticides Use","300","Greece","5159","Use per area of cropland","1357","Pesticides (total)","2018","2018","kg/ha","1.51","E","Estimated value","Estimated Value"
"RP","Pesticides Use","300","Greece","5159","Use per area of cropland","1357","Pesticides (total)","2019","2019","kg/ha","1.51","E","Estimated value","Estimated Value"
"RP","Pesticides Use","300","Greece","5159","Use per area of cropland","1357","Pesticides (total)","2020","2020","kg/ha","1.74","E","Estimated value","Estimated Value"
"RP","Pesticides Use","300","Greece","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.66","E","Estimated value","Estimated Value"
"RP","Pesticides Use","300","Greece","5159","Use per area of cropland","1357","Pesticides (total)","2022","2022","kg/ha","1.4","E","Estimated value","Estimated Value"
"RP","Pesticides Use","348","Hungary","5159","Use per area of cropland","1357","Pesticides (total)","2017","2017","kg/ha","2.17","E","Estimated value","Estimated Value"
"RP","Pesticides Use","348","Hungary","5159","Use per area of cropland","1357","Pesticides (total)","2018","2018","kg/ha","1.9","E","Estimated value","Estimated Value"
"RP","Pesticides Use","348","Hungary","5159","Use per area of cropland","1357","Pesticides (total)","2019","2019","kg/ha","1.74","E","Estimated value","Estimated Value"
"RP","Pesticides Use","348","Hungary","5159","Use per area of cropland","1357","Pesticides (total)","2020","2020","kg/ha","2.07","E","Estimated value","Estimated Value"
"RP","Pesticides Use","348","Hungary","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","2.07","E","Estimated value","Estimated Value"
"RP","Pesticides Use","348","Hungary","5159","Use per area of cropland","1357","Pesticides (total)","2022","2022","kg/ha","1.99","E","Estimated value","Estimated Value"
"RP","Pesticides Use","352","Iceland","5159","Use per area of cropland","1357","Pesticides (total)","2017","2017","kg/ha","0.02","E","Estimated value","Estimated Value"
"RP","Pesticides Use","352","Iceland","5159","Use per area of cropland","1357","Pesticides (total)","2018","2018","kg/ha","0.02","E","Estimated value","Estimated Value"
"RP","Pesticides Use","352","Iceland","5159","Use per area of cropland","1357","Pesticides (total)","2019","2019","kg/ha","0.01","E","Estimated value","Estimated Value"
"RP","Pesticides Use","352","Iceland","5159","Use per area of cropland","1357","Pesticides (total)","2020","2020","kg/ha","0.01","E","Estimated value","Estimated Value"
"RP","Pesticides Use","352","Iceland","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.01","E","Estimated value","Estimated Value"
"RP","Pesticides Use","352","Iceland","5159","Use per area of cropland","1357","Pesticides (total)","2022","2022","kg/ha","0.02","E","Estimated value","Estimated Value"
"RP","Pesticides Use","372","Ireland","5159","Use per area of cropland","1357","Pesticides (total)","2017","2017","kg/ha","6.37","E","Estimated value","Estimated Value"
"RP","Pesticides Use","372","Ireland","5159","Use per area of cropland","1357","Pesticides (total)","2018","2018","kg/ha","5.87","E","Estimated value","Estimated Value"
"RP","Pesticides Use","372","Ireland","5159","Use per area of cropland","1357","Pesticides (total)","2019","2019","kg/ha","6.69","E","Estimated value","Estimated Value"
"RP","Pesticides Use","372","Ireland","5159","Use per area of cropland","1357","Pesticides (total)","2020","2020","kg/ha","6.54","E","Estimated value","Estimated Value"
"RP","Pesticides Use","372","Ireland","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","7.07","E","Estimated value","Estimated Value"
"RP","Pesticides Use","372","Ireland","5159","Use per area of cropland","1357","Pesticides (total)","2022","2022","kg/ha","6.08","E","Estimated value","Estimated Value"
"RP","Pesticides Use","380","Italy","5159","Use per area of cropland","1357","Pesticides (total)","2017","2017","kg/ha","6.12","E","Estimated value","Estimated Value"
"RP","Pesticides Use","380","Italy","5159","Use per area of cropland","1357","Pesticides (total)","2018","2018","kg/ha","5.9","E","Estimated value","Estimated Value"
"RP","Pesticides Use","380","Italy","5159","Use per area of cropland","1357","Pesticides (total)","2019","2019","kg/ha","5.19","E","Estimated value","Estimated Value"
"RP","Pesticides Use","380","Italy","5159","Use per area of cropland","1357","Pesticides (total)","2020","2020","kg/ha","6.01","E","Estimated value","Estimated Value"
"RP","Pesticides Use","380","Italy","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","5.36","E","Estimated value","Estimated Value"
"RP","Pesticides Use","380","Italy","5159","Use per area of cropland","1357","Pesticides (total)","2022","2022","kg/ha","4.69","E","Estimated value","Estimated Value"
"RP","Pesticides Use","428","Latvia","5159","Use per area of cropland","1357","Pesticides (total)","2017","2017","kg/ha","1.14","E","Estimated value","Estimated Value"
"RP","Pesticides Use","428","Latvia","5159","Use per area of cropland","1357","Pesticides (total)","2018","2018","kg/ha","1.22","E","Estimated value","Estimated Value"
"RP","Pesticides Use","428","Latvia","5159","Use per area of cropland","1357","Pesticides (total)","2019","2019","kg/ha","1.24","E","Estimated value","Estimated Value"
"RP","Pesticides Use","428","Latvia","5159","Use per area of cropland","1357","Pesticides (total)","2020","2020","kg/ha","1.42","E","Estimated value","Estimated Value"
"RP","Pesticides Use","428","Latvia","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.45","E","Estimated value","Estimated Value"
"RP","Pesticides Use","428","Latvia","5159","Use per area of cropland","1357","Pesticides (total)","2022","2022","kg/ha","1.33","E","Estimated value","Estimated Value"
"RP","Pesticides Use","440","Lithuania","5159","Use per area of cropland","1357","Pesticides (total)","2017","2017","kg/ha","1.43","E","Estimated value","Estimated Value"
"RP","Pesticides Use","440","Lithuania","5159","Use per area of cropland","1357","Pesticides (total)","2018","2018","kg/ha","0.97","E","Estimated value","Estimated Value"
"RP","Pesticides Use","440","Lithuania","5159","Use per area of cropland","1357","Pesticides (total)","2019","2019","kg/ha","1.05","E","Estimated value","Estimated Value"
"RP","Pesticides Use","440","Lithuania","5159","Use per area of cropland","1357","Pesticides (total)","2020","2020","kg/ha","1.13","E","Estimated value","Estimated Value"
"RP","Pesticides Use","440","Lithuania","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.13","E","Estimated value","Estimated Value"
"RP","Pesticides Use","440","Lithuania","5159","Use per area of cropland","1357","Pesticides (total)","2022","2022","kg/ha","1.55","E","Estimated value","Estimated Value"
"RP","Pesticides Use","442","Luxembourg","5159","Use per area of cropland","1357","Pesticides (total)","2017","2017","kg/ha","2.98","E","Estimated value","Estimated Value"
"RP","Pesticides Use","442","Luxembourg","5159","Use per area of cropland","1357","Pesticides (total)","2018","2018","kg/ha","2.52","E","Estimated value","Estimated Value"
"RP","Pesticides Use","442","Luxembourg","5159","Use per area of cropland","1357","Pesticides (total)","2019","2019","kg/ha","2.26","E","Estimated value","Estimated Value"
"RP","Pesticides Use","442","Luxembourg","5159","Use per area of cropland","1357","Pesticides (total)","2020","2020","kg/ha","2.31","E","Estimated value","Estimated Value"
"RP","Pesticides Use","442","Luxembourg","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","2.03","E","Estimated value","Estimated Value"
"RP","Pesticides Use","442","Luxembourg","5159","Use per area of cropland","1357","Pesticides (total)","2022","2022","kg/ha","1.84","E","Estimated value","Estimated Value"
"RP","Pesticides Use","470","Malta","5159","Use per area of cropland","1357","Pesticides (total)","2017","2017","kg/ha","10.37","E","Estimated value","Estimated Value"
"RP","Pesticides Use","470","Malta","5159","Use per area of cropland","1357","Pesticides (total)","2018","2018","kg/ha","8.68","E","Estimated value","Estimated Value"
"RP","Pesticides Use","470","Malta","5159","Use per area of cropland","1357","Pesticides (total)","2019","2019","kg/ha","7.28","E","Estimated value","Estimated Value"
"RP","Pesticides Use","470","Malta","5159","Use per area of cropland","1357","Pesticides (total)","2020","2020","kg/ha","10.52","E","Estimated value","Estimated Value"
"RP","Pesticides Use","470","Malta","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","12.42","E","Estimated value","Estimated Value"
"RP","Pesticides Use","470","Malta","5159","Use per area of cropland","1357","Pesticides (total)","2022","2022","kg/ha","11.59","E","Estimated value","Estimated Value"
"RP","Pesticides Use","499","Montenegro","5159","Use per area of cropland","1357","Pesticides (total)","2017","2017","kg/ha","6.76","E","Estimated value","Estimated Value"
"RP","Pesticides Use","499","Montenegro","5159","Use per area of cropland","1357","Pesticides (total)","2018","2018","kg/ha","6.33","E","Estimated value","Estimated Value"
"RP","Pesticides Use","499","Montenegro","5159","Use per area of cropland","1357","Pesticides (total)","2019","2019","kg/ha","6.8","E","Estimated value","Estimated Value"
"RP","Pesticides Use","499","Montenegro","5159","Use per area of cropland","1357","Pesticides (total)","2020","2020","kg/ha","8.09","E","Estimated value","Estimated Value"
"RP","Pesticides Use","499","Montenegro","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","7.69","E","Estimated value","Estimated Value"
"RP","Pesticides Use","499","Montenegro","5159","Use per area of cropland","1357","Pesticides (total)","2022","2022","kg/ha","6.71","E","Estimated value","Estimated Value"
"RP","Pesticides Use","528","Netherlands (Kingdom of the)","5159","Use per area of cropland","1357","Pesticides (total)","2017","2017","kg/ha","9.81","E","Estimated value","Estimated Value"
"RP","Pesticides Use","528","Netherlands (Kingdom of the)","5159","Use per area of cropland","1357","Pesticides (total)","2018","2018","kg/ha","8.84","E","Estimated value","Estimated Value"
"RP","Pesticides Use","528","Netherlands (Kingdom of the)","5159","Use per area of cropland","1357","Pesticides (total)","2019","2019","kg/ha","8.77","E","Estimated value","Estimated Value"
"RP","Pesticides Use","528","Netherlands (Kingdom of the)","5159","Use per area of cropland","1357","Pesticides (total)","2020","2020","kg/ha","9.47","E","Estimated value","Estimated Value"
"RP","Pesticides Use","528","Netherlands (Kingdom of the)","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","8.99","E","Estimated value","Estimated Value"
"RP","Pesticides Use","528","Netherlands (Kingdom of the)","5159","Use per area of cropland","1357","Pesticides (total)","2022","2022","kg/ha","8.38","E","Estimated value","Estimated Value"
"RP","Pesticides Use","807","North Macedonia","5159","Use per area of cropland","1357","Pesticides (total)","2017","2017","kg/ha","0.21","E","Estimated value","Estimated Value"
"RP","Pesticides Use","807","North Macedonia","5159","Use per area of cropland","1357","Pesticides (total)","2018","2018","kg/ha","0.21","E","Estimated value","Estimated Value"
"RP","Pesticides Use","807","North Macedonia","5159","Use per area of cropland","1357","Pesticides (total)","2019","2019","kg/ha","0.21","E","Estimated value","Estimated Value"
"RP","Pesticides Use","807","North Macedonia","5159","Use per area of cropland","1357","Pesticides (total)","2020","2020","kg/ha","0.21","E","Estimated value","Estimated Value"
"RP","Pesticides Use","807","North Macedonia","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.21","E","Estimated value","Estimated Value"
"RP","Pesticides Use","807","North Macedonia","5159","Use per area of cropland","1357","Pesticides (total)","2022","2022","kg/ha","0.21","E","Estimated value","Estimated Value"
"RP","Pesticides Use","578","Norway","5159","Use per area of cropland","1357","Pesticides (total)","2017","2017","kg/ha","0.83","E","Estimated value","Estimated Value"
"RP","Pesticides Use","578","Norway","5159","Use per area of cropland","1357","Pesticides (total)","2018","2018","kg/ha","0.76","E","Estimated value","Estimated Value"
"RP","Pesticides Use","578","Norway","5159","Use per area of cropland","1357","Pesticides (total)","2019","2019","kg/ha","0.75","E","Estimated value","Estimated Value"
"RP","Pesticides Use","578","Norway","5159","Use per area of cropland","1357","Pesticides (total)","2020","2020","kg/ha","0.85","E","Estimated value","Estimated Value"
"RP","Pesticides Use","578","Norway","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.88","E","Estimated value","Estimated Value"
"RP","Pesticides Use","578","Norway","5159","Use per area of cropland","1357","Pesticides (total)","2022","2022","kg/ha","0.94","E","Estimated value","Estimated Value"
"RP","Pesticides Use","616","Poland","5159","Use per area of cropland","1357","Pesticides (total)","2017","2017","kg/ha","2.22","E","Estimated value","Estimated Value"
"RP","Pesticides Use","616","Poland","5159","Use per area of cropland","1357","Pesticides (total)","2018","2018","kg/ha","2.04","E","Estimated value","Estimated Value"
"RP","Pesticides Use","616","Poland","5159","Use per area of cropland","1357","Pesticides (total)","2019","2019","kg/ha","2.13","E","Estimated value","Estimated Value"
"RP","Pesticides Use","616","Poland","5159","Use per area of cropland","1357","Pesticides (total)","2020","2020","kg/ha","2.13","E","Estimated value","Estimated Value"
"RP","Pesticides Use","616","Poland","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","2.35","E","Estimated value","Estimated Value"
"RP","Pesticides Use","616","Poland","5159","Use per area of cropland","1357","Pesticides (total)","2022","2022","kg/ha","1.93","E","Estimated value","Estimated Value"
"RP","Pesticides Use","620","Portugal","5159","Use per area of cropland","1357","Pesticides (total)","2017","2017","kg/ha","4.66","E","Estimated value","Estimated Value"
"RP","Pesticides Use","620","Portugal","5159","Use per area of cropland","1357","Pesticides (total)","2018","2018","kg/ha","4.62","E","Estimated value","Estimated Value"
"RP","Pesticides Use","620","Portugal","5159","Use per area of cropland","1357","Pesticides (total)","2019","2019","kg/ha","5.3","E","Estimated value","Estimated Value"
"RP","Pesticides Use","620","Portugal","5159","Use per area of cropland","1357","Pesticides (total)","2020","2020","kg/ha","5.27","E","Estimated value","Estimated Value"
"RP","Pesticides Use","620","Portugal","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","5.23","E","Estimated value","Estimated Value"
"RP","Pesticides Use","620","Portugal","5159","Use per area of cropland","1357","Pesticides (total)","2022","2022","kg/ha","5.02","E","Estimated value","Estimated Value"
"RP","Pesticides Use","498","Republic of Moldova","5159","Use per area of cropland","1357","Pesticides (total)","2017","2017","kg/ha","1.58","E","Estimated value","Estimated Value"
"RP","Pesticides Use","498","Republic of Moldova","5159","Use per area of cropland","1357","Pesticides (total)","2018","2018","kg/ha","1.75","E","Estimated value","Estimated Value"
"RP","Pesticides Use","498","Republic of Moldova","5159","Use per area of cropland","1357","Pesticides (total)","2019","2019","kg/ha","1.76","E","Estimated value","Estimated Value"
"RP","Pesticides Use","498","Republic of Moldova","5159","Use per area of cropland","1357","Pesticides (total)","2020","2020","kg/ha","1.74","E","Estimated value","Estimated Value"
"RP","Pesticides Use","498","Republic of Moldova","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","2.67","E","Estimated value","Estimated Value"
"RP","Pesticides Use","498","Republic of Moldova","5159","Use per area of cropland","1357","Pesticides (total)","2022","2022","kg/ha","3.59","E","Estimated value","Estimated Value"
"RP","Pesticides Use","642","Romania","5159","Use per area of cropland","1357","Pesticides (total)","2017","2017","kg/ha","1.29","E","Estimated value","Estimated Value"
